"무인교통단속카메라관리번호",시도명,시군구명,도로종류,도로노선번호,도로노선명,도로노선방향,소재지도로명주소,소재지지번주소,위도,경도,설치장소,단속구분,제한속도,단속구간위치구분,과속단속구간길이,보호구역구분,설치연도,관리기관명,관리기관전화번호,데이터기준일자
11,충청남도,서산시,일반국도,국도 29호선,충의로,2,충청남도 서산시 예천동 산 7-67,,36.77548744,126.4383921,충의로 예천현대아파트 입구,99,60,,,,,충청남도경찰청,041-336-2256,2022-04-25
12,충청남도,서산시,일반국도,국도 29호선,충의로,2,충청남도 서산시 지곡면 화천리 535-15,,36.87726419,126.4395991,지곡면 충의로 화천교차로(화천슈퍼),99,80,,,,,충청남도경찰청,041-336-2256,2022-04-25
13,충청남도,서산시,일반국도,국도 29호선,충의로,2,충청남도 서산시 지곡면 대요리 410-5,,36.89198638,126.4401635,지곡면 충의로 대요교차로,99,80,,,,,충청남도경찰청,041-336-2256,2022-04-25
14,충청남도,서산시,일반국도,국도 29호선,서해로,2,충청남도 서산시 팔봉면 진장리 804,,36.77513168,126.3583655,팔봉면 서해로 수원낚시할인마트 앞,1,80,,,,,충청남도경찰청,041-336-2256,2022-04-25
15,충청남도,서산시,일반국도,국도 29호선,내포로,2,충청남도 서산시 고북면 용암리 669-2,,36.68546609,126.5377986,고북면 내포로 날새교차로,1,70,,,,,충청남도경찰청,041-336-2256,2022-04-25
16,충청남도,서산시,기타,,성연3로,2,충청남도 서산시 성연면 일람리 1079,,36.82439367,126.4496842,성연면 성연3로 힐스테이트 앞 교차로 (서산→왕정리) / 성연초 앞,99,30,,,,,충청남도경찰청,041-336-2256,2022-04-25
17,충청남도,서산시,기타,,성연3로,1,충청남도 서산시 성연면 일람리 1079,,36.82439367,126.4496842,성연면 성연3로 힐스테이트 앞 교차로 (왕정리→서산) /성연초 앞,99,30,,,,,충청남도경찰청,041-336-2256,2022-04-25
18,충청남도,서산시,일반국도,국도 45호선,원터교차로,1,충청남도 서산시 해미면 대곡리 987,,36.68624841,126.5778729,해미면 대곡리 원터로 원터교차로,99,80,,,,,충청남도경찰청,041-336-2256,2022-04-25
19,충청남도,서산시,일반국도,국도 32호선,서해로,1,충청남도 서산시 석림동 884,,36.77418582,126.4658057,석림동 서해로 석림사거리(태안→당진),99,60,,,,,충청남도경찰청,041-336-2256,2022-04-25
20,충청남도,서산시,일반국도,국도 32호선,백제사신로,1,충청남도 서산시 음암면 탑곡리 165,,36.80484384,126.5508412,음암면 백제사신로 탑곡교차로 부근,1,70,,,,,충청남도경찰청,041-336-2256,2022-04-25
21,충청남도,서산시,지방도,지방도 70호선,백제사신로,1,충청남도 서산시 음암면 문양리 266-18,,36.82810398,126.5144996,음암면 백제사신로 문양교차로 (성연→서산IC),99,70,,,,,충청남도경찰청,041-336-2256,2022-04-25
22,충청남도,서산시,지방도,지방도 70호선,백제사신로,2,충청남도 서산시 음암면 문양리 266-18,,36.82810398,126.5144996,음암면 백제사신로 문양교차로 (서산IC→성연),99,70,,,,,충청남도경찰청,041-336-2256,2022-04-25
23,충청남도,서산시,일반국도,국도 29호선,서해로,2,충청남도 서산시 예천동 483,,36.77275928,126.4419981,예천동 서해로 예천사거리(당진→대산),99,60,,,,,충청남도경찰청,041-336-2256,2022-04-25
24,충청남도,서산시,기타,,호수공원6로,2,충청남도 서산시 예천동 1311,,36.77259521,126.4487557,예천동 호수공원6로 예천푸르지오@ 앞 (서부지구대 앞),99,50,,,,,충청남도경찰청,041-336-2256,2022-04-25
25,충청남도,서산시,일반국도,국도 29호선,충의로,2,충청남도 서산시 성연면 고남리 138-2,,36.81935569,126.4399677,성연면 충의로 일람사거리 (대산→서산),99,80,,,,,충청남도경찰청,041-336-2256,2022-04-25
26,충청남도,서산시,일반국도,국도 29호선,충의로,1,충청남도 서산시 대산읍 대산리 149-132,,36.93431016,126.4374051,대산읍 충의로 대산고 입구 (서산→대산),99,50,,,,,충청남도경찰청,041-336-2256,2022-04-25
27,충청남도,서산시,지방도,지방도 70호선,백제사신로,2,충청남도 서산시 지곡면 무장리 659,,36.85815809,126.4573347,지곡면 백제사신로 무장교차로 (대산→성연),99,70,,,,,충청남도경찰청,041-336-2256,2022-04-25
28,충청남도,서산시,지방도,지방도 70호선,백제사신로,1,충청남도 서산시 지곡면 무장리 659,,36.85815809,126.4573347,지곡면 백제사신로 무장교차로 (성연→대산),99,70,,,,,충청남도경찰청,041-336-2256,2022-04-25
29,충청남도,서산시,일반국도,국도 38호선,충의로,2,충청남도 서산시 대산읍 화곡리 469-1,,36.98995051,126.4318428,대산읍 충의로 반곡교차로 (당진→대산),99,80,,,,,충청남도경찰청,041-336-2256,2022-04-25
30,충청남도,서산시,일반국도,국도 38호선,충의로,1,충청남도 서산시 대산읍 화곡리 469-1,,36.98995051,126.4318428,대산읍 충의로 반곡교차로 (대산→당진),99,80,,,,,충청남도경찰청,041-336-2256,2022-04-25
31,충청남도,서산시,일반국도,국도 29호선,동서1로,1,충청남도 서산시 예천동 483,,36.77275928,126.4419981,서해로 예천사거리(대산→당진),99,60,,,,,충청남도경찰청,041-336-2256,2022-04-25
32,충청남도,서산시,시도,,남부순환로,2,충청남도 서산시 예천동 67,,36.77033281,126.4507838,남부순환로 석남교차로,99,60,,,,,충청남도경찰청,041-336-2256,2022-04-25
33,충청남도,서산시,기타,,성연4로,1,충청남도 서산시 성연면 왕정리 678,,36.82760051,126.4544507,성연면 성연4로 E편한세상@ 앞 교차로,99,50,,,,,충청남도경찰청,041-336-2256,2022-04-25
34,충청남도,서산시,지방도,지방도 70호선,백제사신로,1,충청남도 서산시 성연면 명천리 27-14,,36.83137344,126.5000095,성연면 백제사신로 명천교차로(성연→지곡),99,70,,,,,충청남도경찰청,041-336-2256,2022-04-25
35,충청남도,서산시,기타,,양열로,1,충청남도 서산시 석남동 518-1,,36.7640382,126.4671165,석남동 양열로 세무서 사거리(잠홍동→예천동),99,80,,,,,충청남도경찰청,041-336-2256,2022-04-25
36,충청남도,서산시,일반국도,국도 29호선,옥거리교차로,2,충청남도 서산시 해미면 반양리 264-1,,36.71949003,126.5353859,해미면 옥거리 교차로,99,80,,,,,충청남도경찰청,041-336-2256,2022-04-25
37,충청남도,서산시,기타,,안견로,3,충청남도 서산시 갈산동 산 2-114,,36.78525645,126.4364128,읍내동 안견로 대산목교차로(경찰서 방향),99,50,,,,,충청남도경찰청,041-336-2256,2022-04-25
38,충청남도,서산시,기타,,양인로,1,충청남도 서산시 인지면 모월리 478,,36.72254467,126.4333856,"인지면 모월리 446-380, 모월저수지 부근(모월사거리→양대동)",1,50,,,,,충청남도경찰청,041-336-2256,2022-04-25
39,충청남도,서산시,기타,,양인로,1,충청남도 서산시 인지면 모월리 478,,36.72254467,126.4333856,"인지면 모월리 446-364, 모월저수지 부근(양대동→모월사거리)",1,50,,,,,충청남도경찰청,041-336-2256,2022-04-25
40,충청남도,서산시,일반국도,국도 29호선,충의로,2,충청남도 서산시 지곡면 환성리 268-4,,36.91056158,126.441828,지곡면 환성3길 환성리 268-4(대산→서산),99,80,,,,,충청남도경찰청,041-336-2256,2022-04-25
41,충청남도,서산시,일반국도,국도 29호선,평신2로,3,충청남도 서산시 대산읍 독곶리 118-1,,36.98810339,126.3768411,대산읍 평신1로 독곶2교차로(독곶리 295-7),99,80,,,,,충청남도경찰청,041-336-2256,2022-04-25
42,충청남도,서산시,일반국도,국도 29호선,평신1로,3,충청남도 서산시 대산읍 독곶리 118-1,,36.98810339,126.3768411,대산읍 평신1로 독곶2교차로(독곶리 290-1),99,80,,,,,충청남도경찰청,041-336-2256,2022-04-25
43,충청남도,서산시,기타,,백제사신로,3,충청남도 서산시 성연면 명천리 83-5,,36.83123325,126.5003261,성연면 명천교차로(명천리 83-5),99,50,,,,,충청남도경찰청,041-336-2256,2022-04-25
44,충청남도,서산시,기타,,온석1길,3,충청남도 서산시 온석동 610-1,,36.79869958,126.4660904,온석1길 91 호산나어린이집 후(성연→동부파출소),99,40,,,,,충청남도경찰청,041-336-2256,2022-04-25
45,충청남도,서산시,기타,,문화로,1,충청남도 서산시 읍내동 625,,36.78632544,126.4444125,서광사 입구,99,40,,,,,충청남도경찰청,041-336-2256,2022-04-25
46,충청남도,서산시,일반국도,국도 32호선,서해로,2,충청남도 서산시 음암면 탑곡리 1085-4,,36.79298448,126.5331265,음암면 성암대교 입구,99,80,,,,,충청남도경찰청,041-336-2256,2022-04-25
47,충청남도,서산시,일반국도,국도 32호선,수량재교차로,1,충청남도 서산시 인지면 차리 622-3,,36.78354237,126.3889597,인지면 차동초교 앞,99,80,,,,,충청남도경찰청,041-336-2256,2022-04-25
48,충청남도,서산시,기타,,동서간선대로,1,충청남도 서산시 잠홍동 52-1,,36.78582474,126.4859522,19년 동서간선대로 연장개통(잠홍동 52-1),99,60,,,,,충청남도경찰청,041-336-2256,2022-04-25
49,충청남도,서산시,기타,,동서간선대로,1,충청남도 서산시 잠홍동 112-4,,36.77805185,126.4798767,19년 동서간선대로 연장개통(잠홍동 112-4),99,80,,,,,충청남도경찰청,041-336-2256,2022-04-25
50,충청남도,서산시,기타,,동서간선대로,2,충청남도 서산시 잠홍동 111-9,,36.77834943,126.4798932,19년 동서간선대로 개통(잠홍동 111-9),99,80,,,,,충청남도경찰청,041-336-2256,2022-04-25
51,충청남도,서산시,기타,,동서간선대로,1,충청남도 서산시 석림동 287-3,,36.77000488,126.4721277,19년 동서간선대로 개통(석림동 287-3),99,80,,,,,충청남도경찰청,041-336-2256,2022-04-25
52,충청남도,서산시,기타,,동서간선대로,1,충청남도 서산시 석림동287-3,,36.77000488,126.4721277,19년 동서간선대로 개통(석림동287-3),99,80,,,,,충청남도경찰청,041-336-2256,2022-04-25
53,충청남도,서산시,일반국도,국도 29호선,충의로,1,충청남도 서산시 성연면 고남리 137-12,,36.81943868,126.4401117,성연면 고남리 137-12(일람사거리),99,80,,,,,충청남도경찰청,041-336-2256,2022-04-25
54,충청남도,서산시,일반국도,국도 29호선,옥거리교차로,2,충청남도 서산시 해미면 반양리 264-1,,36.71949003,126.5353859,해미면 중앙로 옥거리교차로,99,80,,,,,충청남도경찰청,041-336-2256,2022-04-25
55,충청남도,서산시,기타,,덕지천로,2,충청남도 서산시 덕지천로 104,,36.76786975,126.4602752,"덕지천로 104, 서림초등학교 앞",99,30,,,,,충청남도경찰청,041-336-2256,2022-04-25
56,충청남도,서산시,기타,,안견로,1,충청남도 서산시 읍내동 724-4,,36.78355444,126.4419926,안견로 양우내안아파트 115동 건너편,99,50,,,,,충청남도경찰청,041-336-2256,2022-04-25
57,충청남도,서산시,기타,,서해로,1,충청남도 서산시 예천동 67,,36.77033281,126.4507838,석남사거리(예천동 67번지),99,60,,,,,충청남도경찰청,041-336-2256,2022-04-25
58,충청남도,서산시,기타,,서해로,2,충청남도 서산시 예천동 67,,36.77033281,126.4507838,석남사거리(예천동 67번지),99,60,,,,,충청남도경찰청,041-336-2256,2022-04-25
59,충청남도,서산시,기타,,중앙교차로,2,충청남도 서산시 석림동 287-3,,36.77000488,126.4721277,중앙교차로(석림동 287-3번지),99,60,,,,,충청남도경찰청,041-336-2256,2022-04-25
60,충청남도,서산시,기타,,중앙교차로,2,충청남도 서산시 석림동 287-3,,36.77000488,126.4721277,중앙교차로(석림동 287-3번지),99,60,,,,,충청남도경찰청,041-336-2256,2022-04-25
61,충청남도,서산시,기타,,서해로,2,충청남도 서산시 석림동 947,,36.77479613,126.4635196,의료원사거리(석림동 947번지),99,60,,,,,충청남도경찰청,041-336-2256,2022-04-25
62,충청남도,서산시,기타,,한성지3로,1,충청남도 서산시 수석동 688-89,,36.76033549,126.4847843,동남아파트 입구(수석동 688-89번지),99,60,,,,,충청남도경찰청,041-336-2256,2022-04-25
63,충청남도,서산시,일반국도,국도 29호선,중앙로,1,충청남도 서산시 음암면 유계리 416-6,,36.74181102,126.520093,웅소성리 입구(유계리 416-7번지),99,60,,,,,충청남도경찰청,041-336-2256,2022-04-25
64,충청남도,서산시,일반국도,국도 29호선,중앙로,2,충청남도 서산시 해미면 웅소성리 4-9,,36.73739838,126.5174234,웅소성리 입구(웅소성리 4-9번지),99,60,,,,,충청남도경찰청,041-336-2256,2022-04-25
65,충청남도,서산시,일반국도,국도 29호선,한티로,2,충청남도 서산시 해미면 대곡리 644-3,,36.68146088,126.57993,송덕암교차로(대곡리 644-3번지),99,60,,,,,충청남도경찰청,041-336-2256,2022-04-25
66,충청남도,서산시,일반국도,국도 29호선,동서2로,2,충청남도 서산시 석림동 528-4,,36.7737769,126.4662395,석림중학교 앞 사거리(서산→해미),2,60,,,,,충청남도경찰청,041-336-2253,2022-04-25
67,충청남도,서산시,일반국도,국도 29호선,동서2로,2,충청남도 서산시 석림동 561-14,,36.77326954,126.4674257,석림중학교 앞 사거리(해미→서산),2,60,,,,,충청남도경찰청,041-336-2253,2022-04-25
68,충청남도,서산시,일반국도,국도 32호선,서해로,1,충청남도 서산시 인지면 풍전리 360-2,,36.76773573,126.4211438,서산 인지면 서해로 화수지하통로 사거리,1,80,,,,,충청남도경찰청,041-336-2253,2022-04-25
69,충청남도,서산시,일반국도,국도 32호선,서해로,2,충청남도 서산시 예천동 1162,,36.77022544,126.4343097,서산 서해로 법원삼거리,2,60,,,,,충청남도경찰청,041-336-2253,2022-04-25
70,충청남도,서산시,일반국도,국도 32호선,서해로,2,충청남도 서산시 잠홍동 190-15,,36.78723634,126.4842888,서산 잠홍2길 5 잠홍 장례식장 앞 사거리,2,60,,,,,충청남도경찰청,041-336-2253,2022-04-25
71,충청남도,서산시,일반국도,국도 32호선,서해로,1,충청남도 서산시 잠홍동 581-8,,36.78568811,126.4759506,서산 서해로 애향삼거리,1,60,,,,,충청남도경찰청,041-336-2253,2022-04-25
72,충청남도,서산시,일반국도,국도 29호선,충의로,2,충청남도 서산시 지곡면 화천리 82-3,,36.8775322,126.4401096,서산 지곡면 충의로 화천교차로 (화천슈퍼 앞) 대산방향,2,80,,,,,충청남도경찰청,041-336-2253,2022-04-25
73,충청남도,서산시,기타,,양열로,2,충청남도 서산시 석남동 243-1,,36.7614414,126.4530568,서산 석남동 양열로 석지사거리 태안방향,2,80,,,,,충청남도경찰청,041-336-2253,2022-04-25
74,충청남도,서산시,기타,,양열로,2,충청남도 서산시 석남동 576-2,,36.76131688,126.4538768,서산 석남동 양열로 석지사거리 해미방향,2,80,,,,,충청남도경찰청,041-336-2253,2022-04-25
75,충청남도,서산시,기타,,백제사신로,2,충청남도 서산시 성연면 명천리 821-24,,36.84444803,126.4751673,서산 성연 백제신사로 성연교차로,2,70,,,,,충청남도경찰청,041-336-2253,2022-04-25
76,충청남도,서산시,일반국도,국도 29호선,충의로,1,충청남도 서산시 성연면 오사리 807-1,,36.84276598,126.4399523,서산 성연면 충의로 오스카빌 앞,1,80,,,,,충청남도경찰청,041-336-2253,2022-04-25
77,충청남도,서산시,일반국도,국도 29호선,충의로,2,충청남도 서산시 대산읍 대산리 243-33,,36.94196891,126.429851,서산 대산읍 충의로 농협하나로마트 삼거리(서산방향),2,50,,,,,충청남도경찰청,041-336-2253,2022-04-25
78,충청남도,서산시,일반국도,국도 29호선,충의로,2,충청남도 서산시 대산읍 대산리 243-33,,36.94196891,126.429851,서산 대산읍 충의로 농협하나로마트 삼거리(당진방향),2,50,,,,,충청남도경찰청,041-336-2253,2022-04-25
79,충청남도,서산시,일반국도,국도 29호선,충의로,2,충청남도 서산시 예천동 산 7-67,,36.77548744,126.4383921,서산 충의로 예천현대아파트 입구,2,60,,,,,충청남도경찰청,041-336-2253,2022-04-25
80,충청남도,서산시,일반국도,국도 29호선,충의로,2,충청남도 서산시 지곡면 화천리 82-3,,36.8775322,126.4401096,서산 지곡면 충의로 화천교차로(대산→서산),2,80,,,,,충청남도경찰청,041-336-2253,2022-04-25
81,충청남도,서산시,일반국도,국도 29호선,충의로,2,충청남도 서산시 지곡면 대요리 474-9,,36.89032411,126.4398384,서산 지곡면 충의로 대요교차로,2,80,,,,,충청남도경찰청,041-336-2253,2022-04-25
82,충청남도,서산시,일반국도,국도 29호선,내포로,1,충청남도 서산시 고북면 신상리 208-8,,36.68578342,126.537222,서산 고북면 내포로 날새교차로 부근,1,80,,,,,충청남도경찰청,041-336-2253,2022-04-25
83,충청남도,서산시,일반국도,국도 29호선,서해로,1,충청남도 서산시 팔봉면 진장리 800-3,,36.77463658,126.3577488,서산 팔봉면 서해로 수원낚시할인마트 앞,1,80,,,,,충청남도경찰청,041-336-2253,2022-04-25
84,충청남도,서산시,기타,,성연3로,2,충청남도 서산시 성연면 왕정리 733,,36.82444134,126.449885,서산 성연면 성연3로 성연초등학교 앞 교차로 (서산→왕정리),2,30,,,,,충청남도경찰청,041-336-2253,2022-04-25
85,충청남도,서산시,기타,,성연3로,2,충청남도 서산시 성연면 왕정리 733,,36.82444134,126.449885,서산 성연면 성연3로 성연초등학교 앞 교차로 (왕정리→서산),2,30,,,,,충청남도경찰청,041-336-2253,2022-04-25
86,충청남도,서산시,일반국도,국도 32호선,서해로,2,충청남도 서산시 석림동 538-13,,36.7753379,126.4643041,서산 석림동 서해로 석림사거리(태안→당진),2,60,,,,,충청남도경찰청,041-336-2253,2022-04-25
87,충청남도,서산시,일반국도,국도 45호선,원터로,2,충청남도 서산시 해미면 대곡리 601-8,,36.68583871,126.5790328,서산 해미면 대곡리 원터로 원터교차로,2,80,,,,,충청남도경찰청,041-336-2253,2022-04-25
88,충청남도,서산시,기타,,백제사신로,1,충청남도 서산시 음암면 탑곡리 1342,,36.80676769,126.5489895,서산 음암면 백제사신로 탑곡교차로 부근,1,70,,,,,충청남도경찰청,041-336-2253,2022-04-25
89,충청남도,서산시,기타,,백제사신로,2,충청남도 서산시 음암면 문양리 295-15,,36.83407374,126.5148551,서산 음암면 백제사신로 문양교차로 (성연→서산IC),2,70,,,,,충청남도경찰청,041-336-2253,2022-04-25
90,충청남도,서산시,기타,,백제사신로,2,충청남도 서산시 음암면 문양리 295-15,,36.83407374,126.5148551,서산 음암면 백제사신로 문양교차로 (서산IC→성연),2,70,,,,,충청남도경찰청,041-336-2253,2022-04-25
91,충청남도,서산시,기타,,남부순환로,2,충청남도 서산시 예천동 67,,36.77033281,126.4507838,서산 남부순환로 석남교차로,2,50,,,,,충청남도경찰청,041-336-2253,2022-04-25
92,충청남도,서산시,일반국도,국도 29호선,서해로,2,충청남도 서산시 예천동 483,,36.77275928,126.4419981,서산 서해로 예천사거리(대산→당진),2,60,,,,,충청남도경찰청,041-336-2253,2022-04-25
93,충청남도,서산시,일반국도,국도 29호선,서해로,2,충청남도 서산시 예천동 산 7-69,,36.77309809,126.4417224,서산 예천동 서해로 예천사거리(당진→대산),2,60,,,,,충청남도경찰청,041-336-2253,2022-04-25
94,충청남도,서산시,기타,,호수공원6로,2,충청남도 서산시 예천동 1269-1,,36.77354849,126.4479188,서산 예천동 호수공원6로 예천푸르지오@ 앞 (서부지구대 앞),2,40,,,,,충청남도경찰청,041-336-2253,2022-04-25
95,충청남도,서산시,일반국도,국도 29호선,충의로,2,충청남도 서산시 성연면 고남리 138-12,,36.81933131,126.4401699,서산 성연면 충의로 일람사거리 (대산→서산),2,80,,,,,충청남도경찰청,041-336-2253,2022-04-25
96,충청남도,서산시,일반국도,국도 29호선,충의로,2,충청남도 서산시 대산읍 대산리 149-56,,36.93475083,126.43734,서산 대산읍 충의로 대산고 입구 (서산→대산),2,80,,,,,충청남도경찰청,041-336-2253,2022-04-25
97,충청남도,서산시,기타,,백제사신로,2,충청남도 서산시 지곡면 무장리 656-1,,36.85859821,126.457225,충남 서산시 지곡면 백제사신로 무장교차로 (대산→성연),2,70,,,,,충청남도경찰청,041-336-2253,2022-04-25
98,충청남도,서산시,기타,,백제사신로,2,충청남도 서산시 지곡면 무장리 662,,36.85767134,126.4573221,충남 서산시 지곡면 백제사신로 무장교차로 (성연→대산),2,70,,,,,충청남도경찰청,041-336-2253,2022-04-25
99,충청남도,서산시,일반국도,국도 38호선,충의로,2,충청남도 서산시 대산읍 화곡리 470-3,,36.99033712,126.4317787,충남 서산시 대산읍 충의로 반곡교차로 (당진→대산),2,80,,,,,충청남도경찰청,041-336-2253,2022-04-25
100,충청남도,서산시,일반국도,국도 38호선,충의로,2,충청남도 서산시 대산읍 화곡리 468-1,,36.9899938,126.4323923,충남 서산시 대산읍 충의로 반곡교차로 (대산→당진),2,80,,,,,충청남도경찰청,041-336-2253,2022-04-25
101,충청남도,서산시,기타,,성연4로,2,충청남도 서산시 성연면 왕정리 724,,36.82268697,126.4528682,충남 서산시 성연면 성연4로 E편한세상@ 앞 교차로,2,50,,,,,충청남도경찰청,041-336-2253,2022-04-25
102,충청남도,서산시,기타,,백제사신로,2,충청남도 서산시 성연면 명천리 27-11,,36.83147858,126.4997721,충남 서산시 성연면 백제사신로 명천교차로(성연→지곡),2,50,,,,,충청남도경찰청,041-336-2253,2022-04-25
103,충청남도,서산시,기타,,양열로,2,충청남도 서산시 석남동 385,,36.76008842,126.4619985,충남 서산시 석남동 양열로 세무서 사거리(잠홍동→예천동),2,80,,,,,충청남도경찰청,041-336-2253,2022-04-25
104,충청남도,서산시,일반국도,국도 29호선,중앙로,2,충청남도 서산시 해미면 전천리 292-10,,36.71967859,126.5345988,충남 서산시 해미면 중앙로 옥거리교차로 해미방향,2,70,,,,,충청남도경찰청,041-336-2253,2022-04-25
105,충청남도,서산시,기타,,안견로,2,충청남도 서산시 읍내동 산 6-18,,36.78460095,126.4400222,충남 서산시 읍내동 안견로 대산목교차로(경찰서 방향),2,50,,,,,충청남도경찰청,041-336-2253,2022-04-25
106,충청남도,서산시,기타,,양인로,1,충청남도 서산시 인지면 모월리 446-364,,36.71771761,126.441162,"충남 서산시 인지면 모월리 446-364, 모월저수지 부근(양대동→모월사거리)",1,50,,,,,충청남도경찰청,041-336-2253,2022-04-25
107,충청남도,서산시,기타,,양인로,1,충청남도 서산시 인지면 모월리 446-380,,36.71695803,126.4368344,"충남 서산시 인지면 모월리 446-380, 모월저수지 부근(모월사거리→양대동)",1,50,,,,,충청남도경찰청,041-336-2253,2022-04-25
108,충청남도,서산시,일반국도,국도 29호선,충의로,2,충청남도 서산시 지곡면 환성리 268-4,,36.91056158,126.441828,"충남 서산시 지곡면 환성2리 입구 삼거리(환성리 268-4, 대산→서산)",2,80,,,,,충청남도경찰청,041-336-2253,2022-04-25
109,충청남도,서산시,일반국도,국도 29호선,평신1로,2,충청남도 서산시 대산읍 독곶리 290-1,,36.98757299,126.3651032,충남 서산시 대산읍 평신 1로 독곶2교차로(황금산→독곶 1교차로),2,80,,,,,충청남도경찰청,041-336-2253,2022-04-25
110,충청남도,서산시,일반국도,국도 29호선,평신1로,2,충청남도 서산시 대산읍 독곶리 295-7,,36.98764002,126.3660453,충남 서산시 대산읍 평신 1로 독곶2교차로(독곶 1교차로→황금산),2,80,,,,,충청남도경찰청,041-336-2253,2022-04-25
111,충청남도,서산시,기타,,백제사신로,2,충청남도 서산시 성연면 명천리 81-2,,36.83137793,126.4996507,충남 서산시 성연면 백제사신로 명천교차로(성연→음암),2,50,,,,,충청남도경찰청,041-336-2253,2022-04-25
112,충청남도,서산시,기타,,문화로,2,충청남도 서산시 읍내동 568-1,,36.7878344,126.4461073,"충남 서산시 문화로 서광사 입구 교차로(읍내동 5681, 문화회관→교육청)",2,40,,,,,충청남도경찰청,041-336-2253,2022-04-25
113,충청남도,서산시,일반국도,국도 32호선,서해로,1,충청남도 서산시 인지면 차리 102,,36.7757098,126.4001681,"충남 서산시 인지면 서해로 차동초교 앞(차리 102, 태안→서산)",1,80,,,,,충청남도경찰청,041-336-2253,2022-04-25
114,충청남도,서산시,일반국도,국도 32호선,서해로,1,충청남도 서산시 음암면탑곡리 산60-13,,36.79539049,126.5382572,"충남 서산시 음암면 서해로 성암대교 400m전(탑곡리 산60-13, 당진→서산)",1,80,,,,,충청남도경찰청,041-336-2253,2022-04-25
115,충청남도,서산시,기타,,온석1길,2,충청남도 서산시 온석동 585-4,,36.79956072,126.4650872,"충남 서산시 온석1길 호산나어린이집 부근(온석동 585-4, 성연→온석동)",2,30,,,,,충청남도경찰청,041-336-2253,2022-04-25
116,충청남도,서산시,기타,,양열로,2,충청남도 서산시 석림동 287-3,,36.77000488,126.4721277,"충남 서산시 양열로 중앙교차로 세무서 방향(석림동  287-3, 잠홍동→세무서)",2,80,,,,,충청남도경찰청,041-336-2253,2022-04-25
117,충청남도,서산시,기타,,양열로,2,충청남도 서산시 석림동 287-3,,36.77000488,126.4721277,"충남 서산시 양열로 중앙교차로 잠홍동 방향(석림동 287-3, 세무서→잠홍동)",2,80,,,,,충청남도경찰청,041-336-2253,2022-04-25
118,충청남도,서산시,일반국도,국도 32호선,서해로,2,충청남도 서산시 잠홍동 52-1,,36.78582474,126.4859522,"충남 서산시 서해로 잠홍1교차로(잠홍동 52-1, 서산→당진)",2,60,,,,,충청남도경찰청,041-336-2253,2022-04-25
119,충청남도,서산시,기타,,양열북로,2,충청남도 서산시 잠홍동 111-9,,36.77834943,126.4798932,"충남 서산시 양열북로 수석교차로 석림동 방향(잠홍동 111-9, 잠홍동→석림동)",2,80,,,,,충청남도경찰청,041-336-2253,2022-04-25
