"무인교통단속카메라관리번호",시도명,시군구명,도로종류,도로노선번호,도로노선명,도로노선방향,소재지도로명주소,소재지지번주소,위도,경도,설치장소,단속구분,제한속도,단속구간위치구분,과속단속구간길이,보호구역구분,설치연도,관리기관명,관리기관전화번호,데이터기준일자
"천안서북-F0034",충청남도,천안시 서북구,시도,,원두정3길,3,충청남도 천안시 서북구 원두정3길37,충청남도 천안시 서북구 두정동 941,36.83359352,127.1366411,두정동 매트로병원부근,4,0,,,,2014,충청남도 천안시 서북구청,041-521-6420,2022-07-01
"천안서북-F0035",충청남도,천안시 서북구,시도,,두정로,3,충청남도 천안시 서북구 두정로 132,충청남도 천안시 서북구 두정동 694,36.83364606,127.1314724,두정동 금성빌딩 부근(두정로132앞),4,0,,,,2014,충청남도 천안시 서북구청,041-521-6420,2022-07-01
"천안서북-F0036",충청남도,천안시 서북구,시도,,두정로,3,충청남도 천안시 서북구 두정로 237,충청남도 천안시 서북구 두정동 1509,36.83357974,127.1434687,"두정로(대우1,2차) 부근",4,0,,,,2015,충청남도 천안시 서북구청,041-521-6420,2022-07-01
"천안서북-F0037",충청남도,천안시 서북구,시도,,월봉로,3,충청남도 천안시 서북구 월봉로 78,충청남도 천안시 서북구 쌍용동 1524-1,36.79759297,127.1183203,쌍용2소방파출소 부근,4,0,,,,2016,충청남도 천안시 서북구청,041-521-6420,2022-07-01
"천안서북-F0038",충청남도,천안시 서북구,시도,,쌍용대로,3,충청남도 천안시 서북구 쌍용대로 253,충청남도 천안시 서북구 성정동 928,36.81983379,127.1355401,쌍용대로(우리은행),4,0,,,,2016,충청남도 천안시 서북구청,041-521-6420,2022-07-01
"천안서북-F0039",충청남도,천안시 서북구,시도,,쌍용19로,3,,충청남도 천안시 서북구 쌍용동 425-4,36.793685,127.120788,쌍용역입구 주변,4,0,,,,2017,충청남도 천안시 서북구청,041-521-6420,2022-07-01
"천안서북-F0040",충청남도,천안시 서북구,시도,,불당대로260,3,충청남도 천안시 서북구 불당대로 260,충청남도 천안시 서북구 쌍용동 222,36.79977459,127.124537,하이렉스파 주변,4,0,,,,2017,충청남도 천안시 서북구청,041-521-6420,2022-07-01
"천안서북-F0041",충청남도,천안시 서북구,시도,,봉정로,3,충청남도 천안시 서북구 봉정로 224-4,충청남도 천안시 서북구 성정동 663-1,36.8218946,127.1438789,성정동 축구센타 부근,4,0,,,,2014,충청남도 천안시 서북구청,041-521-6420,2022-07-01
"천안서북-F0042",충청남도,천안시 서북구,시도,,한들3로,3,충청남도 천안시 서북구 한들3로 35-15,충청남도 천안시 서북구 백석동 1203,36.82667297,127.1255763,"노태산로, 한들3로",4,0,,,,2016,충청남도 천안시 서북구청,041-521-6420,2022-07-01
"천안서북-F0043",충청남도,천안시 서북구,시도,,시청로,3,충청남도 천안시 서북구 시청로 39,충청남도 천안시 서북구 불당동 820,36.80639088,127.1113834,불당초교 입구 주변,4,0,,,,2014,충청남도 천안시 서북구청,041-521-6420,2022-07-01
"천안서북-F0044",충청남도,천안시 서북구,시도,,공원로,3,충청남도 천안시 서북구 공원로 196,충청남도 천안시 서북구 불당동 1289,36.79892927,127.1017766,펜타포트(모다아울렛) 정류장 부근,4,0,,,,2017,충청남도 천안시 서북구청,041-521-6420,2022-07-01
"천안서북-F0045",충청남도,천안시 서북구,시도,,불당14로,3,충청남도 천안시 서북구 불당14로 48,충청남도 천안시 서북구 불당동 1415,36.79770303,127.107685,"희망로,광장로 교차로",4,0,,,,2019,충청남도 천안시 서북구청,041-521-6420,2022-07-01
"천안서북-F0046",충청남도,천안시 서북구,시도,,공원로,3,충청남도 천안시 서북구 공원로 227,충청남도 천안시 서북구 불당동 1299,36.80056457,127.1047271,세메스 어린이집 인근,4,0,,,,2017,충청남도 천안시 서북구청,041-521-6420,2022-07-01
"천안서북-F0047",충청남도,천안시 서북구,시도,,공원로,3,충청남도 천안시 서북구 공원로 227,충청남도 천안시 서북구 불당동 1299,36.80056457,127.1047271,갤러리아삼거리,4,0,,,,2017,충청남도 천안시 서북구청,041-521-6420,2022-07-01
"천안서북-F0048",충청남도,천안시 서북구,시도,,두정상가7길,3,충청남도 천안시 서북구 두정상가7길 32,충청남도 천안시 서북구 두정동 1393,36.83105832,127.141221,마사회 사거리,4,0,,,,2017,충청남도 천안시 서북구청,041-521-6420,2022-07-01
"천안서북-F0049",충청남도,천안시 서북구,시도,,성성8로,3,충청남도 천안시 서북구 성성8로 14-12,충청남도 천안시 서북구 성성동 668,36.840553,127.129977,성성8로 근린공원 사거리,4,0,,,,2022,충청남도 천안시 서북구청,041-521-6420,2022-07-01
"천안서북-F0050",충청남도,천안시 서북구,시도,,불당4로,3,충청남도 천안시 서북구 불당4로 39-21,충청남도 천안시 서북구 불당동 860,36.80584857,127.1087561,불당4로,4,0,,,,2011,충청남도 천안시 서북구청,041-521-6420,2022-07-01
"천안서북-F0051",충청남도,천안시 서북구,시도,,월봉로,3,충청남도 천안시 서북구 월봉로 48,충청남도 천안시 서북구 쌍용동 456,36.79347129,127.1190845,천안은혜교회 주변,4,0,,,,2011,충청남도 천안시 서북구청,041-521-6420,2022-07-01
"천안서북-F0052",충청남도,천안시 서북구,시도,,두정로,3,충청남도 천안시 서북구 두정로 98,충청남도 천안시 서북구 두정동 534,36.83375426,127.1277828,두정로(농협이화지점),4,0,,,,2011,충청남도 천안시 서북구청,041-521-6420,2022-07-01
"천안서북-F0053",충청남도,천안시 서북구,시도,,백석로,3,충청남도 천안시 서북구 백석로 116,충청남도 천안시 서북구 백석동 859,36.82308618,127.1243279,백석동 ACE프라자 주변,4,0,,,,2011,충청남도 천안시 서북구청,041-521-6420,2022-07-01
"천안서북-F0054",충청남도,천안시 서북구,시도,,동서대로,3,충청남도 천안시 서북구 동서대로 61,충청남도 천안시 서북구 두정동 633,36.826097,127.1306047,두정이진병원주변,4,0,,,,2011,충청남도 천안시 서북구청,041-521-6420,2022-07-01
"천안서북-F0055",충청남도,천안시 서북구,시도,,한들3로,3,충청남도 천안시 서북구 한들3로 100,충청남도 천안시 서북구 백석동 1007,36.83266649,127.1232324,한들3로주변,4,0,,,,2012,충청남도 천안시 서북구청,041-521-6420,2022-07-01
"천안서북-F0056",충청남도,천안시 서북구,시도,,번영로,3,충청남도 천안시 서북구 번영로 100,충청남도 천안시 서북구 불당동 727,36.81020849,127.1085263,"번영로주변, 불당20로",4,0,,,,2012,충청남도 천안시 서북구청,041-521-6420,2022-07-01
"천안서북-F0057",충청남도,천안시 서북구,시도,,봉서산로,3,충청남도 천안시 서북구 봉서산로 64,충청남도 천안시 서북구 불당동 786,36.80484275,127.1152675,불당동 주민센터 사거리,4,0,,,,2012,충청남도 천안시 서북구청,041-521-6420,2022-07-01
"천안서북-F0058",충청남도,천안시 서북구,시도,,부성1길,3,충청남도 천안시 서북구 부성1길16,충청남도 천안시 서북구 두정동 1006,36.83581573,127.1373786,"부성초, 부성6길주변",4,0,,,,2012,충청남도 천안시 서북구청,041-521-6420,2022-07-01
"천안서북-F0059",충청남도,천안시 서북구,시도,,3공단5로,3,충청남도 천안시 서북구 3공단5로 58,충청남도 천안시 서북구 차암동 404,36.83987074,127.1104026,3공단5로주변,4,0,,,,2012,충청남도 천안시 서북구청,041-521-6420,2022-07-01
"천안서북-F0060",충청남도,천안시 서북구,시도,,오성로,3,충청남도 천안시 서북구 오성로 120,충청남도 천안시 서북구 성정동 1547,36.82993382,127.1414914,프라지움5차(성정공원),4,0,,,,2012,충청남도 천안시 서북구청,041-521-6420,2022-07-01
"천안서북-F0061",충청남도,천안시 서북구,시도,,천안천4길,3,충청남도 천안시 서북구 천안천4길 18-10,충청남도 천안시 서북구 와촌동 173,36.80806217,127.143943,신동아 파밀리에주변,4,0,,,,2012,충청남도 천안시 서북구청,041-521-6420,2022-07-01
"천안서북-F0062",충청남도,천안시 서북구,시도,,서부16길,3,충청남도 천안시 서북구 서부16길 27,충청남도 천안시 서북구 성정동 646-5,36.82289385,127.138734,서초등학교 정문 주변,4,0,,,,2012,충청남도 천안시 서북구청,041-521-6420,2022-07-01
"천안서북-F0063",충청남도,천안시 서북구,시도,,두정상가8길,3,충청남도 천안시 서북구 두정상가8길 47,충청남도 천안시 서북구 두정동 1456,36.83199888,127.1429369,두정상가8길 주변,4,0,,,,2012,충청남도 천안시 서북구청,041-521-6420,2022-07-01
"천안서북-F0064",충청남도,천안시 서북구,군도,,성환12길,3,충청남도 천안시 서북구 성환읍 성환12길 37,충청남도 천안시 서북구 성환읍 성환리 274-10,36.91773993,127.1336749,성환초등학교 주변,4,0,,,,2012,충청남도 천안시 서북구청,041-521-6420,2022-07-01
"천안서북-F0065",충청남도,천안시 서북구,시도,,3공단6로,3,충청남도 천안시 서북구 3공단6로 140,충청남도 천안시 서북구 차암동 421,36.84666559,127.1116247,백석공단1로,4,0,,,,2013,충청남도 천안시 서북구청,041-521-6420,2022-07-01
"천안서북-F0066",충청남도,천안시 서북구,시도,,4산단로,3,충청남도 천안시 서북구 4산단로 42,충청남도 천안시 서북구 성성동 476,36.84617531,127.1171918,4산단로,4,0,,,,2013,충청남도 천안시 서북구청,041-521-6420,2022-07-01
"천안서북-F0067",충청남도,천안시 서북구,시도,,한들1로,3,충청남도 천안시 서북구 한들1로 152-9,충청남도 천안시 서북구 백석동 1070,36.83589858,127.1203704,한들1로(중흥S클래스),4,0,,,,2013,충청남도 천안시 서북구청,041-521-6420,2022-07-01
"천안서북-F0068",충청남도,천안시 서북구,시도,,두정상가5길,3,충청남도 천안시 서북구 두정상가5길 15,충청남도 천안시 서북구 두정동 1452,36.83122491,127.1430801,"두정상가7길,두정상가4길",4,0,,,,2013,충청남도 천안시 서북구청,041-521-6420,2022-07-01
"천안서북-F0069",충청남도,천안시 서북구,시도,,두정상가8길,3,충청남도 천안시 서북구 두정상가8길 20,충청남도 천안시 서북구 두정동 1345,36.83218601,127.1401434,"두정상가8길,두정상가2길",4,0,,,,2013,충청남도 천안시 서북구청,041-521-6420,2022-07-01
"천안서북-F0070",충청남도,천안시 서북구,시도,,3공단6로,3,충청남도 천안시 서북구 3공단6로 77,충청남도 천안시 서북구 차암동 438,36.84271707,127.105414,코스트코주변,4,0,,,,2014,충청남도 천안시 서북구청,041-521-6420,2022-07-01
"천안서북-F0071",충청남도,천안시 서북구,시도,,한들3로,3,충청남도 천안시 서북구 한들3로 76,충청남도 천안시 서북구 백석동 35-27,36.8303998,127.1238075,한들3로(선영) 주변,4,0,,,,2014,충청남도 천안시 서북구청,041-521-6420,2022-07-01
"천안서북-F0072",충청남도,천안시 서북구,시도,,성정공원5로,3,충청남도 천안시 서북구 성정공원5로 21,충청남도 천안시 서북구 성정동 1499,36.82762741,127.1390734,성정공원5길 주변,4,0,,,,2014,충청남도 천안시 서북구청,041-521-6420,2022-07-01
"천안서북-F0073",충청남도,천안시 서북구,시도,,불당11로,3,충청남도 천안시 서북구 불당11로 101,충청남도 천안시 서북구 불당동 802,36.8052262,127.1159355,봉서산로(불당호반) 주변,4,0,,,,2014,충청남도 천안시 서북구청,041-521-6420,2022-07-01
"천안서북-F0074",충청남도,천안시 서북구,시도,,공원로,3,충청남도 천안시 서북구 공원로 195,충청남도 천안시 서북구 불당동 1292,36.79980413,127.1006794,펜타포트몰 주차장입구 주변,4,0,,,,2019,충청남도 천안시 서북구청,041-521-6420,2022-07-01
"천안서북-F0075",충청남도,천안시 서북구,시도,,공원로,3,충청남도 천안시 서북구 공원로 195,충청남도 천안시 서북구 불당동 1292,36.79980413,127.1006794,펜타포트103동주변,4,0,,,,2015,충청남도 천안시 서북구청,041-521-6420,2022-07-01
"천안서북-F0076",충청남도,천안시 서북구,시도,,3공단6로,3,충청남도 천안시 서북구 3공단6로 33,충청남도 천안시 서북구 차암동 448,36.84104302,127.0997154,3공단6로 부근,4,0,,,,2015,충청남도 천안시 서북구청,041-521-6420,2022-07-01
"천안서북-F0077",충청남도,천안시 서북구,시도,,3공단6로,3,충청남도 천안시 서북구 3공단6로 140,충청남도 천안시 서북구 차암동 423,36.84551297,127.1093282,백석공단1로(후문),4,0,,,,2015,충청남도 천안시 서북구청,041-521-6420,2022-07-01
"천안서북-F0078",충청남도,천안시 서북구,시도,,불당4로,3,충청남도 천안시 서북구 불당4로 111,충청남도 천안시 서북구 불당동 687,36.81170821,127.1114454,"검은들로,불당4로",4,0,,,,2015,충청남도 천안시 서북구청,041-521-6420,2022-07-01
"천안서북-F0079",충청남도,천안시 서북구,시도,,한들3로,3,충청남도 천안시 서북구 한들3로 35-4,충청남도 천안시 서북구 백석동 1203,36.82667297,127.1255763,백석아이파크2차 사거리,4,0,,,,2015,충청남도 천안시 서북구청,041-521-6420,2022-07-01
"천안서북-F0080",충청남도,천안시 서북구,시도,,봉서산로,3,충청남도 천안시 서북구 봉서산로 85,충청남도 천안시 서북구 불당동 780,36.80573509,127.1177228,봉서산샛길,4,0,,,,2016,충청남도 천안시 서북구청,041-521-6420,2022-07-01
"천안서북-F0081",충청남도,천안시 서북구,시도,,불당11로,3,충청남도 천안시 서북구 불당11로 9,충청남도 천안시 서북구 불당동 934,36.80476613,127.1074126,불당 11로,4,0,,,,2016,충청남도 천안시 서북구청,041-521-6420,2022-07-01
"천안서북-F0082",충청남도,천안시 서북구,시도,,오성로,3,충청남도 천안시 서북구 오성로 107,충청남도 천안시 서북구 두정동 1370,36.83046836,127.1393891,오성로(성정공원),4,0,,,,2016,충청남도 천안시 서북구청,041-521-6420,2022-07-01
"천안서북-F0083",충청남도,천안시 서북구,시도,,축구센터로,3,충청남도 천안시 서북구 축구센터로 150,충청남도 천안시 서북구 성정동 354,36.82143955,127.1457671,"축구센터로, 봉정로",4,0,,,,2016,충청남도 천안시 서북구청,041-521-6420,2022-07-01
"천안서북-F0084",충청남도,천안시 서북구,시도,,불당23로,3,충청남도 천안시 서북구 불당23로 29,충청남도 천안시 서북구 불당동 1501,36.8196706,127.1049084,불당23로(불무초),4,0,,,,2016,충청남도 천안시 서북구청,041-521-6420,2022-07-01
"천안서북-F0085",충청남도,천안시 서북구,시도,,불당23로,3,충청남도 천안시 서북구 불당23로 66,충청남도 천안시 서북구 불당동 1519,36.8178102,127.1079788,"불당 23로,불당 25로",4,0,,,,2016,충청남도 천안시 서북구청,041-521-6420,2022-07-01
"천안서북-F0086",충청남도,천안시 서북구,시도,,불당26로,3,충청남도 천안시 서북구 불당26로 100-20,충청남도 천안시 서북구 불당동 1529,36.8166196,127.1078356,"불당22대로,불당25로",4,0,,,,2016,충청남도 천안시 서북구청,041-521-6420,2022-07-01
"천안서북-F0087",충청남도,천안시 서북구,시도,,불당27길,3,충청남도 천안시 서북구 불당27길 7,충청남도 천안시 서북구 불당동 1574,36.81320811,127.102361,불당21로(아름초),4,0,,,,2016,충청남도 천안시 서북구청,041-521-6420,2022-07-01
"천안서북-F0088",충청남도,천안시 서북구,시도,,불당33길,3,충청남도 천안시 서북구 불당33길 24,충청남도 천안시 서북구 불당동 1618,36.81238685,127.1081985,"불당21로,검은들로,번영로",4,0,,,,2016,충청남도 천안시 서북구청,041-521-6420,2022-07-01
"천안서북-F0089",충청남도,천안시 서북구,시도,,불당33길,3,충청남도 천안시 서북구 불당33길 36,충청남도 천안시 서북구 불당동 1629,36.81174593,127.1068498,불당25로(푸르지오5블럭),4,0,,,,2016,충청남도 천안시 서북구청,041-521-6420,2022-07-01
"천안서북-F0090",충청남도,천안시 서북구,시도,,불당32길,3,충청남도 천안시 서북구 불당32길 6,충청남도 천안시 서북구 불당동 1706,36.80854364,127.1040291,"불당19로,불당26로",4,0,,,,2016,충청남도 천안시 서북구청,041-521-6420,2022-07-01
"천안서북-F0091",충청남도,천안시 서북구,시도,,불당24로,3,충청남도 천안시 서북구 불당24로 10,충청남도 천안시 서북구 불당동 1497,36.82270798,127.1025752,불당동 리더힐스 정문 앞,4,0,,,,2016,충청남도 천안시 서북구청,041-521-6420,2022-07-01
"천안서북-F0092",충청남도,천안시 서북구,시도,,불당24로,3,충청남도 천안시 서북구 불당24로 51,충청남도 천안시 서북구 불당동 1477,36.822287,127.1077139,"불당24로,불당26로",4,0,,,,2016,충청남도 천안시 서북구청,041-521-6420,2022-07-01
"천안서북-F0093",충청남도,천안시 서북구,시도,,불당19로,3,충청남도 천안시 서북구 불당19로92,충청남도 천안시 서북구 불당동 1799,36.81720994,127.1000614,"불당19로,불당22대로",4,0,,,,2016,충청남도 천안시 서북구청,041-521-6420,2022-07-01
"천안서북-F0094",충청남도,천안시 서북구,시도,,불당26로,3,충청남도 천안시 서북구 불당26로 77,충청남도 천안시 서북구 불당동 1548,36.81615494,127.1047588,"불당21,불당 26로",4,0,,,,2016,충청남도 천안시 서북구청,041-521-6420,2022-07-01
"천안서북-F0095",충청남도,천안시 서북구,시도,,불당18로,3,충청남도 천안시 서북구 불당18로 31,충청남도 천안시 서북구 불당동 1830,36.80536929,127.104929,"불당18로,불당 25로",4,0,,,,2016,충청남도 천안시 서북구청,041-521-6420,2022-07-01
"천안서북-F0096",충청남도,천안시 서북구,시도,,성정공원1길,3,충청남도 천안시 서북구 성정공원1길 9-4,충청남도 천안시 서북구 성정동 1504,36.82681562,127.1389703,성정공원 1길,4,0,,,,2017,충청남도 천안시 서북구청,041-521-6420,2022-07-01
"천안서북-F0097",충청남도,천안시 서북구,시도,,월봉7길,3,충청남도 천안시 서북구 월봉7길 25,충청남도 천안시 서북구 쌍용동 1764,36.78961209,127.1151399,월봉7길(쌍용고),4,0,,,,2017,충청남도 천안시 서북구청,041-521-6420,2022-07-01
"천안서북-F0098",충청남도,천안시 서북구,시도,,서부역9로,3,충청남도 천안시 서북구 천안천4길 48,충청남도 천안시 서북구 와촌동 106-17,36.80966395,127.1448778,서부역회차지부근,4,0,,,,2017,충청남도 천안시 서북구청,041-521-6420,2022-07-01
"천안서북-F0099",충청남도,천안시 서북구,시도,,봉서산1길,3,충청남도 천안시 서북구 봉서산1길 41,충청남도 천안시 서북구 쌍용동 2116,36.80706633,127.1186041,봉서산샛길(농협),4,0,,,,2017,충청남도 천안시 서북구청,041-521-6420,2022-07-01
"천안서북-F0100",충청남도,천안시 서북구,시도,,오성5길,3,충청남도 천안시 서북구 오성5길 26,충청남도 천안시 서북구 두정동 670,36.83081181,127.1308429,오성초부근,4,0,,,,2017,충청남도 천안시 서북구청,041-521-6420,2022-07-01
