"무인교통단속카메라관리번호",시도명,시군구명,도로종류,도로노선번호,도로노선명,도로노선방향,소재지도로명주소,소재지지번주소,위도,경도,설치장소,단속구분,제한속도,단속구간위치구분,과속단속구간길이,보호구역구분,설치연도,관리기관명,관리기관전화번호,데이터기준일자
"동대사거리",충청남도,보령시,일반국도,36,대청로,2,충청남도 보령시 신설1길 11,충청남도 보령시 동대동 1958,36.34915789,126.6043054,동대사거리,4,0,,,,2015,충청남도 보령시청,041-930-3973,2022-11-24
"원평사거리",충청남도,보령시,시도,,동현로,2,충청남도 보령시 동현로 47,충청남도 보령시 동대동 339-13,36.35015865,126.6119481,원평사거리,4,0,,,,2015,충청남도 보령시청,041-930-3973,2022-11-24
"대천역",충청남도,보령시,시도,,대해로,2,충청남도 보령시 대해로 116,충청남도 보령시 내항동 343-3,36.34161818,126.5864124,대해로 116 대천역 후면도로,4,0,,,,2016,충청남도 보령시청,041-930-3973,2022-11-24
"문화의전당",충청남도,보령시,시도,,대흥로,2,충청남도 보령시 번영로 41,충청남도 보령시 대천동 357,36.35034176,126.5921895,지하주차장 출구 앞,4,0,,,,2014,충청남도 보령시청,041-930-3973,2022-11-24
"하나은행 앞 사거리",충청남도,보령시,시도,,대흥로,2,충청남도 보령시 대흥로 42,충청남도 보령시 대천동 325-20,36.34969866,126.5940788,사거리,4,0,,,,2019,충청남도 보령시청,041-930-3973,2022-11-24
"한내로터리",충청남도,보령시,시도,,한내로,2,충청남도 보령시 한내로 45,충청남도 보령시 동대동 502-28,36.34634479,126.6084654,로터리 교통섬,4,0,,,,2019,충청남도 보령시청,041-930-3973,2022-11-24
"대천역 정문 앞",충청남도,보령시,일반국도,36,대해로,2,충청남도 보령시 대해로 116,충청남도 보령시 내항동 336-11,36.34161818,126.5864124,대천역 정문 앞,4,0,,,,2019,충청남도 보령시청,041-930-3973,2022-11-24
"죽정동",충청남도,보령시,시도,,지장골길,2,충청남도 보령시 지장골길 105,충청남도 보령시 죽정동 649-5,36.35985261,126.60112,죽정동,4,0,,,,2019,충청남도 보령시청,041-930-3973,2022-11-24
"대관초등학교 후문",충청남도,보령시,시도,,대관초등길,2,충청남도 보령시 대관초등길 100,충청남도 보령시 대천동 1482,36.35656032,126.5841905,대관초등학교 후문,4,0,,,,2019,충청남도 보령시청,041-930-3973,2022-11-24
"대천초등학교 정문",충청남도,보령시,시도,,대천로,2,충청남도 보령시 대천로 59,충청남도 보령시 대천동 37-2,36.35411552,126.6006772,대천초등학교 정문,4,0,,,,2021,충청남도 보령시청,041-930-3973,2022-11-24
"동대초등학교 정문",충청남도,보령시,시도,,한내로터리길,2,충청남도 보령시 한내로터리길 137-12,충청남도 보령시 동대동 349-6,36.35259247,126.6145713,동대초등학교 정문,4,0,,,,2021,충청남도 보령시청,041-930-3973,2022-11-24
"명천초등학교 후문",충청남도,보령시,시도,,주공로,2,충청남도 보령시 주공로 119,충청남도 보령시 명천동 1016,36.33878316,126.6112956,명천초등학교 후문,4,0,,,,2021,충청남도 보령시청,041-930-3973,2022-11-24
"한내초등학교 정문",충청남도,보령시,시도,,보령남로,2,충청남도 보령시 보령남로 39,충청남도 보령시 명천동 453-5,36.34218666,126.6012397,한내초등학교 정문,4,0,,,,2021,충청남도 보령시청,041-930-3973,2022-11-24
"대창초등학교 정문",충청남도,보령시,시도,,남당1길,2,충청남도 보령시 웅천읍 방축길 90-43,충청남도 보령시 웅천읍 대창리181,36.23189462,126.6060206,대창초등학교 정문,4,0,,,,2021,충청남도 보령시청,041-930-3973,2022-11-24
e편한세상 앞,충청남도,보령시,시도,,한내로터리길,2,충청남도 보령시 한내로터리길 170,충청남도 보령시 동대동 1981,36.35298733,126.617279,e편한세상 앞,4,0,,,,2021,충청남도 보령시청,041-930-3973,2022-11-24
"이마트 앞",충청남도,보령시,시도,,터미널길,2,충청남도 보령시 해안로25,충청남도 보령시 궁촌동 340-1,36.34401123,126.5886507,이마트 앞,4,0,,,,2021,충청남도 보령시청,041-930-3973,2022-11-24
"대천항(영어조합법인)",충청남도,보령시,일반국도,36,대천항4길,2,충청남도 보령시 대천항중앙길 2-2,충청남도 보령시 신흑동 2243-19,36.326887,126.514722,대천항(영어조합법인),4,0,,,,2022,충청남도 보령시청,041-930-3973,2022-11-24
